LINK,DIR,TYPE,LANES,LENGTH,OFFSET
57791,1,LEFT_TURN,1,100.0,0.0
57792,1,LEFT_TURN,1,100.0,0.0
57816,1,LEFT_TURN,1,155.6,0.0
57820,0,LEFT_TURN,1,100.0,0.0
57857,1,LEFT_TURN,1,96.0,0.0
57859,0,LEFT_TURN,1,100.0,0.0
57869,1,LEFT_TURN,1,100.0,0.0
57873,0,LEFT_TURN,1,100.0,0.0
57887,1,RIGHT_MERGE,1,500.0,0.0
57888,1,RIGHT_MERGE,1,500.0,0.0
57892,0,RIGHT_MERGE,1,358.5,0.0
57895,0,LEFT_TURN,1,100.0,0.0
57942,0,LEFT_TURN,1,100.0,0.0
57948,0,LEFT_TURN,1,100.0,0.0
57952,1,LEFT_TURN,1,100.0,0.0
57957,1,LEFT_TURN,1,80.2,0.0
57958,1,LEFT_TURN,1,100.0,0.0
57971,0,LEFT_TURN,1,100.0,0.0
57972,0,LEFT_TURN,1,300.0,0.0
57978,0,RIGHT_TURN,1,500.0,0.0
57981,1,RIGHT_TURN,1,500.0,0.0
57996,0,LEFT_TURN,1,100.0,0.0
58013,1,LEFT_TURN,1,300.0,0.0
58014,1,RIGHT_MERGE,1,500.0,0.0
58035,1,LEFT_TURN,1,100.0,0.0
58053,0,LEFT_TURN,1,100.0,0.0
58058,0,LEFT_TURN,1,100.0,0.0
58079,0,RIGHT_MERGE,1,500.0,0.0
58082,0,LEFT_TURN,1,100.0,0.0
58083,1,LEFT_TURN,1,300.0,0.0
58085,0,RIGHT_MERGE,1,500.0,0.0
58088,1,LEFT_TURN,1,100.0,0.0
58106,0,LEFT_TURN,1,100.0,0.0
58109,1,RIGHT_MERGE,1,500.0,0.0
58127,0,LEFT_TURN,1,300.0,0.0
58158,1,RIGHT_MERGE,1,436.7,0.0
58175,1,LEFT_TURN,1,300.0,0.0
58176,0,LEFT_TURN,1,100.0,0.0
58176,1,LEFT_TURN,1,100.0,0.0
58177,0,LEFT_TURN,1,163.4,0.0
58227,0,LEFT_TURN,1,96.8,0.0
58228,0,LEFT_TURN,1,96.6,0.0
58232,0,RIGHT_MERGE,1,470.0,0.0
58234,1,RIGHT_MERGE,1,500.0,0.0
58300,0,LEFT_TURN,1,300.0,0.0
58302,0,RIGHT_MERGE,1,500.0,0.0
58303,0,RIGHT_MERGE,1,500.0,0.0
58303,0,RIGHT_MERGE,2,480.0,0.0
58307,0,RIGHT_MERGE,1,200.0,0.0
58313,0,RIGHT_MERGE,1,160.0,0.0
58318,0,LEFT_TURN,1,155.1,0.0
58323,0,LEFT_TURN,1,75.0,0.0
58349,0,LEFT_MERGE,1,222.0,0.0
58349,0,RIGHT_MERGE,1,222.0,0.0
58358,0,LEFT_TURN,2,110.0,0.0
58358,0,LEFT_TURN,1,110.0,0.0
58378,0,RIGHT_TURN,1,85.0,0.0
58378,0,RIGHT_TURN,2,85.0,0.0
58380,1,RIGHT_TURN,1,173.0,0.0
58381,1,LEFT_TURN,1,200.0,0.0
58382,0,LEFT_TURN,1,53.0,0.0
58392,1,LEFT_TURN,1,50.0,0.0
